fuente,nombre_proyecto,campo_sectorial,COD_DANE,anio_inicio,clase,motivo
renare,afsdfsa,"Proyecto REDD+ | [{'fuente_relacionada_1': '{""value"":""Fuente1""}', 'tipo_actividad_1': 50, 'descripcion_actividad_1': 'nsljdvnds', 'fecha_inicial_1': '01/01/2025', 'fecha_final_1': '01/12/2028', 'accio",,,REDD_PLUS,sector~\bREDD\b
renare,afsdfsa,Proyecto REDD+ | ,,,REDD_PLUS,sector~\bREDD\b
cercarbono,Agua Fresca Multipurpose and Environmental Services Project,CDM - AMS-I.D.: Grid connected renewable electricity generation | Energy industries | PROTOCOL CVCC 4.4 | Avoidance,05368;15368;73547,2007.0,REVISAR,sin coincidencia
cercarbono,Generacion Electrica/Termica a partir de Biomasa – Manuelita S.A.,CDM - ACM0006: Electricity and heat generation from biomass | Energy industries | PROTOCOL CVCC 4.2 | Avoidance,,2018.0,REVISAR,sin coincidencia
cercarbono,Proyecto agrupado HZ Energy,CDM - AMS-I.D.: Grid connected renewable electricity generation | Energy industries | PROTOCOL CVCC V2.1 | Avoidance,05031;05670,,REVISAR,sin coincidencia
cercarbono,"Proyecto de mitigacion en el sector del uso del suelo cambio en el uso del suelo y silvicultura por remociones debidas al establecimiento de sistemas forestales de Hevea brasiliensis en los municipios de Sucre y el Penon Santander, Colombia.",CDM - ACM0002: Grid-connected electricity generation from renewable sources | Land use (AFOLU) | PROTOCOL CVCC V2.1 | Avoidance,13268;25258;68250,,REVISAR,sin coincidencia
renare,A,PDBC - Proyectos de Desarrollo Bajo en Carbono | [],,,REVISAR,sin coincidencia
renare,A,PDBC - Proyectos de Desarrollo Bajo en Carbono | ,,,REVISAR,sin coincidencia
renare,AgroTrace,PDBC - Programas de Desarrollo Bajo en Carbono | [],,,REVISAR,sin coincidencia
renare,AgroTrace,PDBC - Programas de Desarrollo Bajo en Carbono | ,,,REVISAR,sin coincidencia
renare,Agua Fresca Multipurpose and Environmental Services Project,PDBC - Proyectos de Desarrollo Bajo en Carbono | [],,,REVISAR,sin coincidencia
renare,Agua Fresca Multipurpose and Environmental Services Project,PDBC - Proyectos de Desarrollo Bajo en Carbono | ,,,REVISAR,sin coincidencia
renare,Brujula Verde Project,PDBC - Proyectos de Desarrollo Bajo en Carbono | ,,,REVISAR,sin coincidencia
renare,CARBONO AGROPORVANDA,PDBC - Proyectos de Desarrollo Bajo en Carbono | ,,,REVISAR,sin coincidencia
renare,CARBONO LA TABACA - AGI,"PDBC - Proyectos de Desarrollo Bajo en Carbono | [{'acciones_redd_mas_1': None, 'tasa_cambio_1': '', 'tipo_actividad_1': 708, 'contribucion_propia_1': '$ 1.302.070.000', 'costo_total_1': '$ 1.302.070.",,,REVISAR,sin coincidencia
renare,CARBONO LA TABACA - AGI,PDBC - Proyectos de Desarrollo Bajo en Carbono | ,,,REVISAR,sin coincidencia
renare,CARBONO LA TABACA - AGI,PDBC - Proyectos de Desarrollo Bajo en Carbono | ,,,REVISAR,sin coincidencia
renare,CARVIDA DURATEX,PDBC - Proyectos de Desarrollo Bajo en Carbono | [],,,REVISAR,sin coincidencia
renare,CARVIDA DURATEX,PDBC - Proyectos de Desarrollo Bajo en Carbono | ,,,REVISAR,sin coincidencia
renare,CIM 1,PDBC - Proyectos de Desarrollo Bajo en Carbono | [],,,REVISAR,sin coincidencia
renare,CIM 1,PDBC - Proyectos de Desarrollo Bajo en Carbono | ,,,REVISAR,sin coincidencia
renare,CIM2,PDBC - Proyectos de Desarrollo Bajo en Carbono | [],,,REVISAR,sin coincidencia
renare,CIM2,PDBC - Proyectos de Desarrollo Bajo en Carbono | ,,,REVISAR,sin coincidencia
renare,CO2Bio P4,PDBC - Proyectos de Desarrollo Bajo en Carbono | [],,,REVISAR,sin coincidencia
renare,CO2Bio P4,PDBC - Proyectos de Desarrollo Bajo en Carbono | ,,,REVISAR,sin coincidencia
renare,CO2rozo Proyecto 1,PDBC - Proyectos de Desarrollo Bajo en Carbono | [],,,REVISAR,sin coincidencia
renare,CO2rozo Proyecto 1,PDBC - Proyectos de Desarrollo Bajo en Carbono | ,,,REVISAR,sin coincidencia
renare,Captura de CO2 a partir de biorreactores con microalgas chlorella vulgaris,PDBC - Programas de Desarrollo Bajo en Carbono | [],,,REVISAR,sin coincidencia
renare,Captura de CO2 a partir de biorreactores con microalgas chlorella vulgaris,PDBC - Programas de Desarrollo Bajo en Carbono | ,,,REVISAR,sin coincidencia
renare,Carbono Bagatela,PDBC - Proyectos de Desarrollo Bajo en Carbono | ,13212;23419;5051;52215;63212,,REVISAR,sin coincidencia
renare,Carbono Inmunizar,PDBC - Proyectos de Desarrollo Bajo en Carbono | ,,,REVISAR,sin coincidencia
renare,Carbono Verde II,PDBC - Proyectos de Desarrollo Bajo en Carbono | [],,,REVISAR,sin coincidencia
renare,Carbono Verde II,PDBC - Proyectos de Desarrollo Bajo en Carbono | ,,,REVISAR,sin coincidencia
renare,Conservacion de la Selva de Guainia,PDBC - Proyectos de Desarrollo Bajo en Carbono | [],,,REVISAR,sin coincidencia
renare,Conservacion de la Selva de Guainia,PDBC - Proyectos de Desarrollo Bajo en Carbono | ,,,REVISAR,sin coincidencia
renare,CultivO2,PDBC - Proyectos de Desarrollo Bajo en Carbono | [],,,REVISAR,sin coincidencia
renare,CultivO2,PDBC - Proyectos de Desarrollo Bajo en Carbono | ,,,REVISAR,sin coincidencia
renare,Cumare Carbon Proyect,PDBC - Proyectos de Desarrollo Bajo en Carbono | ,,,REVISAR,sin coincidencia
renare,Despacho tecnico-economico de energia y vapor en la Refineria de Barrancabermeja-GRB,"PDBC - Proyectos de Desarrollo Bajo en Carbono | [{'acciones_redd_mas_1': None, 'tasa_cambio_1': '', 'tipo_actividad_1': 295, 'contribucion_propia_1': '$ 300.000.000', 'costo_total_1': '$ 300.000.000'",,,REVISAR,sin coincidencia
renare,Despacho tecnico-economico de energia y vapor en la Refineria de Barrancabermeja-GRB,PDBC - Proyectos de Desarrollo Bajo en Carbono | ,68081,,REVISAR,sin coincidencia
renare,ENTREPALMAS S.A.S,MDL - Proyectos del Mecanismo de Desarrollo Limpio | ,,,REVISAR,sin coincidencia
renare,EcoAccion MDL,"MDL PoA - Programas de Actividades del Mecanismo de Desarrollo Limpio | [{'fuente_relacionada_1': 'Residuos solidos urbanos', 'tipo_actividad_1': 772, 'descripcion_actividad_1': 'Promover y coordinar ",,,REVISAR,sin coincidencia
renare,EcoAccion MDL,"MDL PoA - Programas de Actividades del Mecanismo de Desarrollo Limpio | [{'fuente_relacionada_1': 'Residuos solidos urbanos', 'tipo_actividad_1': 772, 'descripcion_actividad_1': 'Promover y coordinar ",,,REVISAR,sin coincidencia
renare,EcoAccion MDL,"MDL PoA - Programas de Actividades del Mecanismo de Desarrollo Limpio | [{'fuente_relacionada_1': 'Residuos solidos urbanos', 'tipo_actividad_1': 772, 'descripcion_actividad_1': 'Promover y coordinar ",,,REVISAR,sin coincidencia
renare,EcoAccion MDL,MDL PoA - Programas de Actividades del Mecanismo de Desarrollo Limpio | ,,,REVISAR,sin coincidencia
renare,EcoAccion MDL,MDL PoA - Programas de Actividades del Mecanismo de Desarrollo Limpio | ,,,REVISAR,sin coincidencia
renare,EcoAccion MDL,MDL PoA - Programas de Actividades del Mecanismo de Desarrollo Limpio | ,,,REVISAR,sin coincidencia
renare,FAZNI-GGC-074-521-17,PDBC - Proyectos de Desarrollo Bajo en Carbono | ,,,REVISAR,sin coincidencia
renare,FAZNI-GGC-075-520-17,PDBC - Proyectos de Desarrollo Bajo en Carbono | ,,,REVISAR,sin coincidencia
renare,FAZNI-GGC-076-523-17,PDBC - Proyectos de Desarrollo Bajo en Carbono | ,,,REVISAR,sin coincidencia
renare,FAZNI-GGC-077-525-17,PDBC - Proyectos de Desarrollo Bajo en Carbono | ,,,REVISAR,sin coincidencia
renare,FAZNI-GGC-081-544-17,PDBC - Proyectos de Desarrollo Bajo en Carbono | ,,,REVISAR,sin coincidencia
renare,FAZNI-GGC-082-545-17,PDBC - Proyectos de Desarrollo Bajo en Carbono | ,,,REVISAR,sin coincidencia
renare,FAZNI-GGC-083-546-17,PDBC - Proyectos de Desarrollo Bajo en Carbono | ,,,REVISAR,sin coincidencia
renare,FAZNI-GGC-083-604-17,PDBC - Proyectos de Desarrollo Bajo en Carbono | ,,,REVISAR,sin coincidencia
renare,FAZNI-GGC-087-585-17,PDBC - Proyectos de Desarrollo Bajo en Carbono | ,,,REVISAR,sin coincidencia
renare,FAZNI-GGC-093-570-17,PDBC - Proyectos de Desarrollo Bajo en Carbono | ,,,REVISAR,sin coincidencia
renare,FAZNI-GGC-094-572-17,PDBC - Proyectos de Desarrollo Bajo en Carbono | ,,,REVISAR,sin coincidencia
renare,FAZNI-GGC-095-573-17,PDBC - Proyectos de Desarrollo Bajo en Carbono | ,,,REVISAR,sin coincidencia
renare,FAZNI-GGC-096-593-17,PDBC - Proyectos de Desarrollo Bajo en Carbono | ,,,REVISAR,sin coincidencia
renare,FAZNI-GGC-098-597-17,PDBC - Proyectos de Desarrollo Bajo en Carbono | ,,,REVISAR,sin coincidencia
renare,FAZNI-GGC-105-611-17,PDBC - Proyectos de Desarrollo Bajo en Carbono | ,,,REVISAR,sin coincidencia
renare,FAZNI-GGC-106-612-17,PDBC - Proyectos de Desarrollo Bajo en Carbono | ,,,REVISAR,sin coincidencia
renare,FAZNI-GGC-107-613-17,PDBC - Proyectos de Desarrollo Bajo en Carbono | ,,,REVISAR,sin coincidencia
renare,FAZNI-GGC-108-614-17,PDBC - Proyectos de Desarrollo Bajo en Carbono | ,,,REVISAR,sin coincidencia
renare,FAZNI-GGC-109-615-17,PDBC - Proyectos de Desarrollo Bajo en Carbono | ,,,REVISAR,sin coincidencia
renare,FAZNI-GGC-110-616-17,PDBC - Proyectos de Desarrollo Bajo en Carbono | ,,,REVISAR,sin coincidencia
renare,FAZNI-GGC-111-617-17,PDBC - Proyectos de Desarrollo Bajo en Carbono | ,,,REVISAR,sin coincidencia
renare,FAZNI-GGC-112-619-17,PDBC - Proyectos de Desarrollo Bajo en Carbono | ,,,REVISAR,sin coincidencia
renare,FAZNI-GGC-113-620-17,PDBC - Proyectos de Desarrollo Bajo en Carbono | ,,,REVISAR,sin coincidencia
renare,FAZNI-GGC-114-622-17,PDBC - Proyectos de Desarrollo Bajo en Carbono | ,,,REVISAR,sin coincidencia
renare,FAZNI-GGC-115-626-17,PDBC - Proyectos de Desarrollo Bajo en Carbono | ,,,REVISAR,sin coincidencia
renare,FAZNI-GGC-116-627-17,PDBC - Proyectos de Desarrollo Bajo en Carbono | ,,,REVISAR,sin coincidencia
renare,FAZNI-GGC-117-628-17,PDBC - Proyectos de Desarrollo Bajo en Carbono | ,,,REVISAR,sin coincidencia
renare,FAZNI-GGC-118-629-17,PDBC - Proyectos de Desarrollo Bajo en Carbono | ,,,REVISAR,sin coincidencia
renare,FAZNI-GGC-119-630-17,PDBC - Proyectos de Desarrollo Bajo en Carbono | ,,,REVISAR,sin coincidencia
renare,FAZNI-GGC-120-631-17,PDBC - Proyectos de Desarrollo Bajo en Carbono | ,,,REVISAR,sin coincidencia
renare,FAZNI-GGC-121-625-17,PDBC - Proyectos de Desarrollo Bajo en Carbono | ,,,REVISAR,sin coincidencia
renare,FAZNI-GGC-122-643-17,PDBC - Proyectos de Desarrollo Bajo en Carbono | ,,,REVISAR,sin coincidencia
renare,FAZNI-GGC-397-16,PDBC - Proyectos de Desarrollo Bajo en Carbono | ,,,REVISAR,sin coincidencia
renare,FAZNI-GGC-403-16,PDBC - Proyectos de Desarrollo Bajo en Carbono | ,,,REVISAR,sin coincidencia
renare,"FINCA LA PAZ II LA VICHADA, COLOMBIA",PDBC - Proyectos de Desarrollo Bajo en Carbono | ,20621;68397,,REVISAR,sin coincidencia
renare,Generacion de electricidad a partir de biomasa forestal para la Zona No Interconectada de Puerto Carreno - Vichada,PDBC - Proyectos de Desarrollo Bajo en Carbono | [],,,REVISAR,sin coincidencia
renare,Generacion de electricidad a partir de biomasa forestal para la Zona No Interconectada de Puerto Carreno - Vichada,PDBC - Proyectos de Desarrollo Bajo en Carbono | ,99001,,REVISAR,sin coincidencia
renare,ISAGEN,MDL PoA - Programas de Actividades del Mecanismo de Desarrollo Limpio | ,,,REVISAR,sin coincidencia
renare,Los Tities de San Juan,PDBC - Proyectos de Desarrollo Bajo en Carbono | ,,,REVISAR,sin coincidencia
renare,MDL PoA Mundo verde,MDL PoA - Programas de Actividades del Mecanismo de Desarrollo Limpio | ,,,REVISAR,sin coincidencia
renare,Mas Bosques para Medellin,PDBC - Proyectos de Desarrollo Bajo en Carbono | ,05001,,REVISAR,sin coincidencia
renare,Nombre Iniciativa prueba,"MDL - Proyectos del Mecanismo de Desarrollo Limpio | [{'fuente_relacionada_1': '{""value"":""Nombre fuente1""}', 'tipo_actividad_1': 710, 'descripcion_actividad_1': 'Descripcion de la actividad del proyec",,,REVISAR,sin coincidencia
renare,Nombre Iniciativa prueba,MDL - Proyectos del Mecanismo de Desarrollo Limpio | ,,,REVISAR,sin coincidencia
renare,Nucleos Carbono,PDBC - Proyectos de Desarrollo Bajo en Carbono | [],,,REVISAR,sin coincidencia
renare,Nucleos Carbono,PDBC - Proyectos de Desarrollo Bajo en Carbono | ,,,REVISAR,sin coincidencia
renare,Nucleos Timberlife,PDBC - Proyectos de Desarrollo Bajo en Carbono | [],,,REVISAR,sin coincidencia
renare,Nucleos Timberlife,PDBC - Proyectos de Desarrollo Bajo en Carbono | ,,,REVISAR,sin coincidencia
renare,PAISAJES PRODUCTIVOS RESTAURADOS EN LA CUENCA MEDIA DEL RIO MAGDALENA EN COLOMBIA,PDBC - Programas de Desarrollo Bajo en Carbono | ,,,REVISAR,sin coincidencia
renare,PIDs Planes Integrales de Descarbonnizacion,PDBC - Proyectos de Desarrollo Bajo en Carbono | [],,,REVISAR,sin coincidencia
renare,PIDs Planes Integrales de Descarbonnizacion,PDBC - Proyectos de Desarrollo Bajo en Carbono | ,,,REVISAR,sin coincidencia
renare,PMCC Carbono Hass,"PDBC - Proyectos de Desarrollo Bajo en Carbono | [{'acciones_redd_mas_1': None, 'tasa_cambio_1': '', 'tipo_actividad_1': 712, 'contribucion_propia_1': '$ 357.586.066', 'costo_total_1': '$ 357.586.066'",,,REVISAR,sin coincidencia
renare,PMCC Carbono Hass,PDBC - Proyectos de Desarrollo Bajo en Carbono | ,,,REVISAR,sin coincidencia
renare,PROYECTO ASOCIATIVO PROGRAMATICO ZONA ANDINA Y COSTA ATLANTICA -FCG,PDBC - Proyectos de Desarrollo Bajo en Carbono | ,,,REVISAR,sin coincidencia
renare,PROYECTO CARBONO EN GANADERIA REGENERATIVA EN COLOMBIA VCS ID 3927 VERRA,"PDBC - Proyectos de Desarrollo Bajo en Carbono | [{'acciones_redd_mas_1': None, 'tasa_cambio_1': '', 'tipo_actividad_1': 712, 'contribucion_propia_1': '$ 1.400.000.000', 'costo_total_1': '$ 4.400.000.",,,REVISAR,sin coincidencia
renare,PROYECTO CARBONO EN GANADERIA REGENERATIVA EN COLOMBIA VCS ID 3927 VERRA,PDBC - Proyectos de Desarrollo Bajo en Carbono | ,,,REVISAR,sin coincidencia
renare,PROYECTO FORESTAL CARBONO IG FARMS,PDBC - Proyectos de Desarrollo Bajo en Carbono | ,13212;23350;52215;63212,,REVISAR,sin coincidencia
renare,PROYECTO FORESTAL CO2CERO CASANARE,PDBC - Proyectos de Desarrollo Bajo en Carbono | ,,,REVISAR,sin coincidencia
renare,PROYECTO FORESTAL CO2CERO CASANARE _3_2021,PDBC - Proyectos de Desarrollo Bajo en Carbono | ,,,REVISAR,sin coincidencia
renare,PROYECTO FORESTAL CO2CERO CAUCHO EL VIENTO,PDBC - Proyectos de Desarrollo Bajo en Carbono | ,,,REVISAR,sin coincidencia
renare,PROYECTO FORESTAL CO2CERO CAUCHO PL UNO,PDBC - Proyectos de Desarrollo Bajo en Carbono | ,50568;50573;5628;85162;85300;8638,,REVISAR,sin coincidencia
renare,PROYECTO FORESTAL CO2CERO CORDILLERA CENTRAL,PDBC - Proyectos de Desarrollo Bajo en Carbono | ,,,REVISAR,sin coincidencia
renare,PROYECTO FORESTAL CO2CERO META,PDBC - Proyectos de Desarrollo Bajo en Carbono | ,,,REVISAR,sin coincidencia
renare,PROYECTO FORESTAL CO2CERO META_09,PDBC - Proyectos de Desarrollo Bajo en Carbono | ,,,REVISAR,sin coincidencia
renare,PROYECTO FORESTAL CO2CERO REFOCOSTA LA GLORIA,PDBC - Proyectos de Desarrollo Bajo en Carbono | ,20383,,REVISAR,sin coincidencia
renare,PROYECTO FORESTAL CO2CERO SANTANDER,PDBC - Proyectos de Desarrollo Bajo en Carbono | ,,,REVISAR,sin coincidencia
renare,PROYECTO FORESTAL COSERVECO SAS - 24,PDBC - Proyectos de Desarrollo Bajo en Carbono | [],,,REVISAR,sin coincidencia
renare,PROYECTO FORESTAL COSERVECO SAS - 24,PDBC - Proyectos de Desarrollo Bajo en Carbono | ,,,REVISAR,sin coincidencia
renare,PROYECTO FORESTAL NUCLEO VICHADA META CO2CERO,PDBC - Proyectos de Desarrollo Bajo en Carbono | ,,,REVISAR,sin coincidencia
renare,Paramuno P2,PDBC - Proyectos de Desarrollo Bajo en Carbono | [],,,REVISAR,sin coincidencia
renare,Paramuno P2,PDBC - Proyectos de Desarrollo Bajo en Carbono | ,,,REVISAR,sin coincidencia
renare,Plan VERDE: Valoracion de Energias Renovables y Disminucion de Emisiones,"MDL PoA - Programas de Actividades del Mecanismo de Desarrollo Limpio | [{'fuente_relacionada_1': '{""value"":""Disminucion del consumo energetico total mediante eficiencia energetica""}', 'tipo_actividad",,,REVISAR,sin coincidencia
renare,Plan VERDE: Valoracion de Energias Renovables y Disminucion de Emisiones,MDL PoA - Programas de Actividades del Mecanismo de Desarrollo Limpio | ,47189,,REVISAR,sin coincidencia
renare,Primer Proyecto Agrupado de Helios S.A. E.S.P para la energizacion de hogares en Zonas No Interconectadas en Colombia,PDBC - Proyectos de Desarrollo Bajo en Carbono | [],,,REVISAR,sin coincidencia
renare,Primer Proyecto Agrupado de Helios S.A. E.S.P para la energizacion de hogares en Zonas No Interconectadas en Colombia,PDBC - Proyectos de Desarrollo Bajo en Carbono | ,,,REVISAR,sin coincidencia
renare,Proyecto CO2CERO COL LA GLORIA - Alouatta Carbon Forest,PDBC - Proyectos de Desarrollo Bajo en Carbono | ,20383,,REVISAR,sin coincidencia
renare,Proyecto Carbono Sombrilla Abejorral,PDBC - Proyectos de Desarrollo Bajo en Carbono | ,05002,,REVISAR,sin coincidencia
renare,Proyecto Carbono Verde,PDBC - Proyectos de Desarrollo Bajo en Carbono | ,,,REVISAR,sin coincidencia
renare,Proyecto CultivO2,"MDL - Proyectos del Mecanismo de Desarrollo Limpio | [{'acciones_redd_mas_1': None, 'tasa_cambio_1': '', 'tipo_actividad_1': 704, 'contribucion_propia_1': '$ 0', 'costo_total_1': '$ 0', 'sector_carter",,,REVISAR,sin coincidencia
renare,Proyecto CultivO2,MDL - Proyectos del Mecanismo de Desarrollo Limpio | ,,,REVISAR,sin coincidencia
renare,Proyecto Forestal CO2CERO,PDBC - Proyectos de Desarrollo Bajo en Carbono | ,,,REVISAR,sin coincidencia
renare,Proyecto Forestal CO2CERO Alcaravan Orinoquia,PDBC - Proyectos de Desarrollo Bajo en Carbono | ,50568;50577;99773,,REVISAR,sin coincidencia
renare,Proyecto Forestal CO2CERO CARIBE,PDBC - Proyectos de Desarrollo Bajo en Carbono | ,,,REVISAR,sin coincidencia
renare,Proyecto Forestal CO2CERO Chiguiro,PDBC - Proyectos de Desarrollo Bajo en Carbono | ,,,REVISAR,sin coincidencia
renare,Proyecto Forestal CO2CERO VICHADA,PDBC - Proyectos de Desarrollo Bajo en Carbono | ,,,REVISAR,sin coincidencia
renare,Proyecto Forestal Carbono Sombrilla Abejorral,PDBC - Proyectos de Desarrollo Bajo en Carbono | ,05002,,REVISAR,sin coincidencia
renare,Proyecto Forestal Nucleo Vichada - Meta CO2CERO,PDBC - Proyectos de Desarrollo Bajo en Carbono | ,,,REVISAR,sin coincidencia
renare,"Proyecto Forestal Para La Cuenca del Rio Chinchina, una alternativa ambiental para la ciudad y La Region¿",PDBC - Proyectos de Desarrollo Bajo en Carbono | ,17174,,REVISAR,sin coincidencia
renare,Proyecto Forestal Sombrilla Urrao FCG,PDBC - Proyectos de Desarrollo Bajo en Carbono | ,,,REVISAR,sin coincidencia
renare,Proyecto Forestal de Mitigacion Carbono SOMBRILLA ZONA CAFETERA FCG-CO2CERO,PDBC - Proyectos de Desarrollo Bajo en Carbono | ,,,REVISAR,sin coincidencia
renare,Proyecto carbono CAS,PDBC - Proyectos de Desarrollo Bajo en Carbono | ,,,REVISAR,sin coincidencia
renare,"Proyecto de Captura de Carbono, y Conservacion Hidrica del Bosque Altoandino-Humedo en la Finca La Giovanna, Pamplona (Norte de Santander).",PDBC - Proyectos de Desarrollo Bajo en Carbono | ,54518,,REVISAR,sin coincidencia
renare,Proyecto de Carbono en Bosques de Sabor y Aroma,PDBC - Proyectos de Desarrollo Bajo en Carbono | ,,,REVISAR,sin coincidencia
renare,Proyecto de Certificacion COPEY,MDL - Proyectos del Mecanismo de Desarrollo Limpio | [],,,REVISAR,sin coincidencia
renare,Proyecto de Certificacion COPEY,MDL - Proyectos del Mecanismo de Desarrollo Limpio | ,,,REVISAR,sin coincidencia
renare,Proyecto de Mitigacion de Cambio Climatico Region Caribe+,PDBC - Proyectos de Desarrollo Bajo en Carbono | [],,,REVISAR,sin coincidencia
renare,Proyecto de Mitigacion de Cambio Climatico Region Caribe+,PDBC - Proyectos de Desarrollo Bajo en Carbono | ,,,REVISAR,sin coincidencia
renare,"Proyecto de mitigacion en el sector del USCUSS por remociones debidas al establecimiento de sistemas forestales de Hevea brasiliensis en el municipio de Barrancabermeja, Santander, Colombia",PDBC - Proyectos de Desarrollo Bajo en Carbono | ,68081,,REVISAR,sin coincidencia
renare,"Proyecto de mitigacion en el sector del USCUSS por remociones debidas al establecimiento de sistemas forestales de Hevea brasiliensis en los municipios de Sucre y el Penon Santander, Colombia",PDBC - Proyectos de Desarrollo Bajo en Carbono | ,13268;25258;68250,,REVISAR,sin coincidencia
renare,Proyecto de mitigacion en el sector del uso del suelo cambio en el uso del suelo y silvicultura por remociones debidas al establecimiento de sistemas forestales de Hevea brasiliensis en el municipio d,"PDBC - Proyectos de Desarrollo Bajo en Carbono | [{'acciones_redd_mas_1': None, 'tasa_cambio_1': '', 'tipo_actividad_1': 708, 'contribucion_propia_1': '$ 1.086.636.600', 'costo_total_1': '$ 1.086.636.",,,REVISAR,sin coincidencia
renare,Proyecto de mitigacion en el sector del uso del suelo cambio en el uso del suelo y silvicultura por remociones debidas al establecimiento de sistemas forestales de Hevea brasiliensis en el municipio d,PDBC - Proyectos de Desarrollo Bajo en Carbono | ,,,REVISAR,sin coincidencia
renare,Proyecto de mitigacion forestal Bonanza Verde,PDBC - Proyectos de Desarrollo Bajo en Carbono | ,,,REVISAR,sin coincidencia
renare,Proyecto de optimizacion Nodo Llanos,MDL - Proyectos del Mecanismo de Desarrollo Limpio | [],,,REVISAR,sin coincidencia
renare,Proyecto de optimizacion Nodo Llanos,MDL - Proyectos del Mecanismo de Desarrollo Limpio | ,,,REVISAR,sin coincidencia
renare,Proyecto de reduccion de emisiones de la Comercializadora Global Grupo Garcia,PDBC - Proyectos de Desarrollo Bajo en Carbono | [],,,REVISAR,sin coincidencia
renare,Proyecto de reduccion de emisiones de la Comercializadora Global Grupo Garcia,PDBC - Proyectos de Desarrollo Bajo en Carbono | ,,,REVISAR,sin coincidencia
renare,Prueba,PDBC - Proyectos de Desarrollo Bajo en Carbono | ,,,REVISAR,sin coincidencia
renare,Prueba,NAMA - Acciones Nacionalmente Apropiadas de Mitigacion | ,,,REVISAR,sin coincidencia
renare,RUTA ANDINA,PDBC - Proyectos de Desarrollo Bajo en Carbono | [],,,REVISAR,sin coincidencia
renare,RUTA ANDINA,PDBC - Proyectos de Desarrollo Bajo en Carbono | ,,,REVISAR,sin coincidencia
renare,Rehabilitacion del Corredor Ferreo La Dorada - Chiriguana,PDBC - Proyectos de Desarrollo Bajo en Carbono | ,15131;17380;20178;47189;5129,,REVISAR,sin coincidencia
renare,SAHBIO CARBONO,NAMA - Acciones Nacionalmente Apropiadas de Mitigacion | ,,,REVISAR,sin coincidencia
renare,SOMBRILLA BAJO CAUCA Y COSTA NORTE CO2CERO-FCG,PDBC - Proyectos de Desarrollo Bajo en Carbono | ,,,REVISAR,sin coincidencia
renare,Sembrando Futuro 2.0,PDBC - Proyectos de Desarrollo Bajo en Carbono | ,5364;5789,,REVISAR,sin coincidencia
renare,abclnlkvn,"PDBC - Programas de Desarrollo Bajo en Carbono | [{'fuente_relacionada_1': '{""value"":""jdvbjsdkvbsd""}', 'tipo_actividad_1': 503, 'descripcion_actividad_1': 'dfafadfa', 'fecha_inicial_1': '01/01/2025', ",,,REVISAR,sin coincidencia
renare,abclnlkvn,PDBC - Programas de Desarrollo Bajo en Carbono | ,,,REVISAR,sin coincidencia
renare,hkjhkh,"MDL - Proyectos del Mecanismo de Desarrollo Limpio | [{'fuente_relacionada_1': '{""value"":""Fuente 1""}', 'tipo_actividad_1': 558, 'descripcion_actividad_1': 'dfsfs', 'fecha_inicial_1': '01/01/2025', 'fe",,,REVISAR,sin coincidencia
renare,hkjhkh,MDL - Proyectos del Mecanismo de Desarrollo Limpio | ,,,REVISAR,sin coincidencia
renare,knfknl,MDL PoA - Programas de Actividades del Mecanismo de Desarrollo Limpio | ,,,REVISAR,sin coincidencia
renare,nombre prueba,"PDBC - Proyectos de Desarrollo Bajo en Carbono | [{'fuente_relacionada_1': '{""value"":""Fuente Prueba1""}', 'tipo_actividad_1': 643, 'descripcion_actividad_1': 'Desc de la actividad', 'fecha_inicial_1': ",,,REVISAR,sin coincidencia
renare,nombre prueba,PDBC - Proyectos de Desarrollo Bajo en Carbono | ,,,REVISAR,sin coincidencia
renare,proyecto Carbono Santa Ines,PDBC - Proyectos de Desarrollo Bajo en Carbono | [],,,REVISAR,sin coincidencia
renare,proyecto Carbono Santa Ines,PDBC - Proyectos de Desarrollo Bajo en Carbono | ,,,REVISAR,sin coincidencia
renare,prueba_py_pdbc,PDBC - Proyectos de Desarrollo Bajo en Carbono | ,,,REVISAR,sin coincidencia
verra,AXIA Energia Cogeneration Project in Familia,Manufacturing industries | ,05001,2016.0,REVISAR,sin coincidencia
verra,AXIA Energia Cogeneration Project in Unibol,Manufacturing industries | ,08758,2015.0,REVISAR,sin coincidencia
verra,EPM Grouped Natural Gas Project,"Energy industries (renewable/non-renewable sources), Manufacturing industries | ",05615,2022.0,REVISAR,sin coincidencia
